row_id,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_id,order_status,customer_state,customer_city
46,001b76dd48a5b1eee3e87778daa40df8,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,2018-04-02 17:50:17,81.99,13.01,207.0,17.0,12.0,13.0,a62843b08086d1629415a203a7fd419d,delivered,SP,santa salete
47,001c85b5f68d2be0cb0797afc9e8ce9a,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2017-11-29 22:38:47,99.0,13.71,1550.0,44.0,14.0,34.0,48ed31e735f1c420ed6ca3637b7c744d,delivered,SP,sao paulo
48,001d8f0e34a38c37f7dba2a37d4eba8b,1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:11,18.99,7.78,150.0,43.0,13.0,14.0,d987da9fb4086ab7c2c0f83963cd6722,delivered,SP,sao paulo
49,001d8f0e34a38c37f7dba2a37d4eba8b,2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:11,18.99,7.78,150.0,43.0,13.0,14.0,d987da9fb4086ab7c2c0f83963cd6722,delivered,SP,sao paulo
51,001dbc16dc51075e987543d23a0507c7,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2017-02-01 13:17:57,69.9,18.0,950.0,45.0,15.0,35.0,698a74f33469466fa4172e829505d1c6,delivered,MG,santos dumont
54,0020262c8a370bd5a174ea6a2a267321,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,2017-12-04 09:58:07,79.5,21.05,2850.0,40.0,5.0,44.0,9ec353f970bdf785f6568724d9ea19aa,delivered,PR,guaratuba
56,002175704e8b209f61b9ad5cfd92b60e,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,2018-04-26 12:30:57,109.9,13.21,588.0,19.0,14.0,17.0,a562db3c7cb9a68947debd30879b491e,delivered,SP,araraquara
57,00229e4e43f7a7e0b9dd819ad43268d3,1,13fcfc313dfb2217e5ee3000a702f9ef,c3cfdc648177fdbbbb35635a37472c53,2018-04-10 16:50:11,74.9,16.49,450.0,36.0,18.0,18.0,655418b3cc52d17ccb5b4330a7f03197,delivered,SP,sao bernardo do campo
58,0025081dcf9330f9a5052ae82c6ce396,1,4e3f399366b0047a572b6682f9bb166e,5f3ae9136c875522250f8184f253413a,2018-04-02 16:35:20,14.95,18.23,300.0,23.0,2.0,16.0,7e6fefa11d6a2c832593264f69df9de3,delivered,MG,governador valadares
59,00254baeb6c932b0a8aeead91fbd02b5,1,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,2018-05-14 22:14:46,149.9,43.11,8250.0,44.0,32.0,35.0,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,CE,fortaleza
60,00259a44fcad3fc0474329e925d14fc3,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,2018-01-03 17:59:35,19.99,14.1,300.0,16.0,6.0,17.0,7715f80f77f2ebf4583f97a0a6a7548b,delivered,MG,belo horizonte
61,0025c5d1a8ca53a240ec2634bb4492ea,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,2018-07-10 09:30:09,390.0,29.39,2100.0,36.0,9.0,14.0,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,CE,amanari
63,002691433f09002ac9ca0c4e8dbb8ead,1,430d215740da7fdda91cc938f8fd92f6,0887a9f087bcd5d9f6642b52f897fc6c,2017-02-06 21:18:03,104.0,16.43,260.0,19.0,7.0,13.0,630b8c2f4134e83812d827e8006caa85,delivered,RS,porto alegre
64,0026a368634b6e6f34f33b1499773a30,1,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,2017-11-10 21:26:45,149.0,15.8,1000.0,33.0,44.0,19.0,66b8528f2144c6cf919795323c4d43fb,delivered,SP,sao paulo
65,00275bce676303c3bfd7292aefdfa223,1,6490b9f63b0b595e1c1402b46b0f50ad,99eaacc9e6046db1c82b163c5f84869f,2017-12-04 03:32:47,279.9,13.46,300.0,18.0,10.0,13.0,a12427487c970a4a75dbeb5884f126a8,delivered,SP,sao paulo
66,00276d5c3491fbf55305e26891040df9,1,71c89e9d8fa274b017279aa322cd0e19,8f78f0903005064036736c7173a5c2ed,2018-02-27 11:55:57,44.9,23.22,2750.0,70.0,5.0,15.0,54686c41e86854e35879efbd1c2cab1b,delivered,PR,cambe
68,0028de0ca693a1bb26448916a81105cc,1,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,2018-08-21 03:35:17,29.99,15.31,1400.0,24.0,15.0,38.0,4b4773853bbbc435ddddd51bd6c6a002,delivered,RS,canoas
70,0029c5db35ef291ce99d1262012e7daa,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,2018-09-03 03:50:23,492.75,21.62,9900.0,30.0,39.0,38.0,2f08bf21468eccdf69598582d4b89fb5,delivered,SP,guarulhos
71,0029f17cf0e7640c5cb6825af681303f,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,2018-05-08 12:14:52,94.9,18.54,50.0,25.0,11.0,15.0,687223424c00a708c168301ebb8d16ef,delivered,PR,umuarama
72,002af7fa9eb99d1456bceb6a13d6fc0b,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-22 19:46:50,88.34,21.11,2500.0,60.0,12.0,20.0,bacf5021c97183a2a3946dff31e56098,delivered,SC,sao bento do sul
74,002b4e6fa42cd4a22cc86abc18fe9c05,1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,2018-03-15 10:35:37,99.9,19.67,700.0,20.0,50.0,40.0,a5fd6dd86d703cedc9ab6be3dba12816,delivered,SP,sao paulo
75,002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9,950.0,25.0,10.0,36.0,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,SP,sao paulo
76,002c9def9c9b951b1bec6d50753c9891,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:03,78.0,8.9,950.0,25.0,10.0,36.0,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,SP,sao paulo
77,002d040018d12a3853c059f7f23ab5b1,1,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,2017-11-27 03:47:23,155.0,14.84,429.0,20.0,12.0,14.0,d7a77284d0a56f6b1ecb8c344b60d3e4,delivered,PR,pinhais
78,002f16b7bc4530031b7d90f791b12d8a,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,2018-07-04 17:11:12,249.9,34.23,7850.0,52.0,18.0,35.0,1eeffe21744883fbf61fbf138dbb8eee,delivered,SP,sao paulo
79,002f19a65a2ddd70a090297872e6d64e,1,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,2018-03-27 13:15:27,53.98,23.31,800.0,16.0,10.0,16.0,7fa80efb1ef15ca4104627910c29791c,shipped,BA,camacari
81,002f98c0f7efd42638ed6100ca699b42,2,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2017-08-10 09:30:15,44.9,7.16,200.0,16.0,7.0,11.0,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,RS,porto alegre
82,0030d783f979fbc5981e75613b057344,1,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,2017-11-29 23:13:38,60.6,17.67,1000.0,40.0,28.0,28.0,84ddc138522822dfb51b603c2f466a18,delivered,RJ,rio de janeiro
83,0030ff924c38549807645976adeef2c0,1,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,2018-04-06 17:10:21,225.0,67.24,23250.0,23.0,50.0,84.0,c46e1af5a15417246a9c5e81ac964358,delivered,MG,belo horizonte
84,00310b0c75bb13015ec4d82d341865a4,1,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,2018-08-17 15:04:25,39.9,15.38,200.0,16.0,12.0,11.0,0dad07848c618cc5a4679a1bfe1db8d2,canceled,MG,belo horizonte
85,00324b3eda39ba5ecce3945823e3594c,1,54e5063e43f27f747d592eb24e913150,0dd184061fb0eaa7ca37932c68ab91c5,2018-04-17 09:12:11,76.0,34.07,3950.0,16.0,103.0,25.0,cbde8134b8a718381d08167dfc58ec8c,delivered,PR,toledo
86,0032d07457ae9c806c79368d7d9ce96b,1,08279c494018541f71443c07d77560f8,e333046ce6517bd8bb510291d44f0130,2018-03-15 19:28:51,159.0,27.19,3150.0,43.0,27.0,27.0,d356c20816dc75a309628b5c17d89468,delivered,RJ,rio de janeiro
87,003324c70b19a16798817b2b3640e721,1,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,2017-05-24 19:22:34,102.9,14.45,1300.0,33.0,10.0,49.0,43696894b5bf8fbe1a40b2148ea505a0,delivered,MG,diamantina
89,00335b686d693c7d72deeb12f8e89227,1,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,2017-07-28 03:45:26,63.9,16.89,300.0,25.0,16.0,16.0,d96e5c4400413a11fa8c9fd54be4a20b,delivered,ES,vila velha
90,00335f75ea6a4455b524a8dd177067f5,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,2018-05-02 22:10:29,168.8,8.21,127.0,18.0,10.0,14.0,32b84239e3f3904ac162d832454770c7,delivered,RJ,rio de janeiro
91,00337fe25a3780b3424d9ad7c5a4b35e,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.9,9.94,1000.0,40.0,5.0,25.0,4b1b5c848616a4b5fa9d76cb1d12067b,delivered,SP,sao paulo
92,00337fe25a3780b3424d9ad7c5a4b35e,2,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,2017-09-29 17:50:16,59.9,9.94,400.0,35.0,5.0,24.0,4b1b5c848616a4b5fa9d76cb1d12067b,delivered,SP,sao paulo
93,003423b755b562962a6225a8de40d12e,1,84904413b82eee333a3f79137e8d197e,23c38debaffe4a25a30fdbd9b586a13f,2018-07-18 04:25:09,232.75,28.58,1600.0,18.0,22.0,17.0,18f1bb6325d50619d5c13b7a25b869fd,delivered,BA,medeiros neto
94,00345f338696283410b7977d2e3efc89,1,0f2fd0a589cb7849c1dbedbd4109c2f8,516e7738bd8f735ac19a010ee5450d8d,2018-08-23 15:11:40,48.9,18.44,870.0,19.0,17.0,15.0,3f9d223f86d2f243dd5a85fdc286c62a,delivered,SP,mogi-guacu
95,0035246a40f520710769010f752e7507,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,2017-08-23 01:25:39,87.0,12.11,1300.0,45.0,15.0,35.0,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,SP,sao paulo
96,0035c0b07126fe9c24a325216fb96064,1,ec02a5d380128f7a188e9ce8f3ddd832,8444e55c1f13cd5c179851e5ca5ebd00,2017-12-12 01:29:45,131.9,18.54,2275.0,45.0,25.0,18.0,c8c4991d84dbfef1f61c6152486db6d4,delivered,SP,campinas
97,0035e6b7ade84b3f5b86bd49814793df,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,2018-02-27 03:31:08,19.9,14.1,100.0,16.0,3.0,11.0,3a0cc7c9af6abf8868dad5a1de4a16e1,delivered,SP,sao paulo
98,0036757472ece3dde52fd4bfd929c90e,1,4c1bbc12438daec98a77243c2bf7a3ba,7c67e1448b00f6e969d365cea6b010ab,2018-08-08 15:10:11,136.99,66.04,15475.0,81.0,7.0,83.0,ea477083e770db0655938e79149f8c24,delivered,SP,bauru
99,0036887767dea4bd43b1a88cd0d9477a,1,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,2017-10-19 01:07:30,399.99,23.64,8100.0,30.0,36.0,46.0,43bb6f9650ab2a7e6ef1c93168c4cfcf,delivered,MG,belo horizonte
100,00378c6c981f234634c0b9d6128df6dd,1,38fa750a3a3b3204f169c86a3284d387,218d46b86c1881d022bce9c68a7d4b15,2018-02-08 19:50:27,41.0,11.85,183.0,16.0,18.0,16.0,f3476df115c5d26bdb6bfb71b5fb66af,delivered,SP,sao paulo
101,003822434f91204da0a51fe4cf2aba18,1,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018-06-21 02:30:28,69.0,18.58,250.0,16.0,10.0,11.0,327679cc34d41d4c48ee5e55246aa6d6,delivered,RJ,rio de janeiro
102,003822434f91204da0a51fe4cf2aba18,2,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018-06-21 02:30:28,69.0,18.58,250.0,16.0,10.0,11.0,327679cc34d41d4c48ee5e55246aa6d6,delivered,RJ,rio de janeiro
103,0039500db36d50d7d0bfaf23723550f3,1,62984ea1bba7fcea1f5b57084d3bf885,c3cfdc648177fdbbbb35635a37472c53,2018-07-10 10:51:09,169.9,33.33,1092.0,30.0,26.0,22.0,90bd9911aed064dfc625750fbd83ebca,delivered,AL,maceio
105,003a94f778ef8cfd50247c8c1b582257,1,452f66a0f164cac57802e2cea93188ac,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-08-07 15:05:14,39.9,18.08,350.0,16.0,61.0,16.0,da108bc410acffb1400cf9caea65a332,delivered,MS,campo grande
106,003cc6161d7a2593f2525cce0c330d32,1,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-07 20:04:14,85.0,12.9,1800.0,30.0,30.0,30.0,7d9802889236ab8fc541bfb438978cd7,delivered,SP,sao paulo
107,003d0634280ff3d1d3a54459349a6899,1,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-22 18:08:43,220.0,8.89,710.0,33.0,14.0,15.0,cca819156e50623e9d3762ebeee308dc,delivered,SP,barueri
108,003d804eef0e1b856881cd18e0cc0d4c,1,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-27 12:15:18,277.0,35.74,533.0,20.0,8.0,11.0,1c1bfb2cd4aa789067295941c42120ff,delivered,MA,imperatriz
109,003d9fc84ad902adf2265248b5ffe1a4,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-22 19:35:22,66.99,27.75,350.0,19.0,12.0,13.0,8c66482ec333eae596c93a9131981a9a,delivered,SP,sao paulo
110,003edccf16bc5ec447f592913b3df2b4,1,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,2018-07-12 10:15:21,14.0,50.85,217.0,18.0,4.0,13.0,ab3642244247c0c638253fe68ee4c345,delivered,MA,vitoria do mearim
111,003f201cdd39cdd59b6447cff2195456,1,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,2018-03-05 17:10:41,85.0,17.03,173.0,18.0,13.0,12.0,e41d728aab3d0dff5fb070f93eb61345,delivered,RJ,rio de janeiro
114,00404fa7a687c8c44ca69d42695aae73,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-15 04:31:26,99.9,0.0,584.0,16.0,11.0,13.0,0c34c39c897304ff49eeade3059c4c60,delivered,SP,sao paulo
117,00418a49a685c6bb60633291c3fab17a,1,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,2017-10-09 20:50:45,49.0,7.78,200.0,16.0,2.0,11.0,7d9edced80af5c9503cbf88a9e5f2a3e,delivered,SP,osasco
119,0044c6f6d22dd280534344177c81b989,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-23 17:15:37,179.93,16.14,100.0,16.0,16.0,16.0,24436139c80a4ae51c0e3a98469ed7d4,delivered,SP,sao paulo
122,0046176ff0dbc2a178b7885355dfbb71,1,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,2018-06-06 19:35:18,121.99,15.73,150.0,20.0,3.0,18.0,6cae94f1f58ab679c23ceb753967c9bf,delivered,MG,nova lima
